Country_Code,Country,WEO Subject Code,Subject Descriptor,Units,Year,Value,Country_Name,Region,Income_Group
AUS,Australia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,19498.339,Australia,East Asia & Pacific,High income
AUT,Austria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,24558.922,Austria,Europe & Central Asia,High income
AZE,Azerbaijan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,674.783,Azerbaijan,Europe & Central Asia,Upper middle income
BHS,The Bahamas,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,26971.273,"Bahamas, The",Latin America & Caribbean,High income
BHR,Bahrain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,13894.343,Bahrain,Middle East & North Africa,High income
BGD,Bangladesh,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,480.724,Bangladesh,South Asia,Lower middle income
BRB,Barbados,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,11284.369,Barbados,Latin America & Caribbean,High income
BLR,Belarus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1286.951,Belarus,Europe & Central Asia,Upper middle income
BEL,Belgium,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,23067.163,Belgium,Europe & Central Asia,High income
BLZ,Belize,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4409.66,Belize,Latin America & Caribbean,Upper middle income
BEN,Benin,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,508.351,Benin,Sub-Saharan Africa,Lower middle income
BTN,Bhutan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,824.986,Bhutan,South Asia,Lower middle income
BOL,Bolivia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,949.383,Bolivia,Latin America & Caribbean,Lower middle income
BIH,Bosnia and Herzegovina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1540.266,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income
BWA,Botswana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,3099.104,Botswana,Sub-Saharan Africa,Upper middle income
BRA,Brazil,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,3256.18,Brazil,Latin America & Caribbean,Upper middle income
BRN,Brunei Darussalam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,18646.04,Brunei Darussalam,East Asia & Pacific,High income
BGR,Bulgaria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1797.392,Bulgaria,Europe & Central Asia,High income
BFA,Burkina Faso,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,260.445,Burkina Faso,Sub-Saharan Africa,Low income
BDI,Burundi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,127.349,Burundi,Sub-Saharan Africa,Low income
CPV,Cabo Verde,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1387.33,Cabo Verde,Sub-Saharan Africa,Lower middle income
KHM,Cambodia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,345.368,Cambodia,East Asia & Pacific,Lower middle income
CMR,Cameroon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,687.404,Cameroon,Sub-Saharan Africa,Lower middle income
CAN,Canada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,23859.77,Canada,North America,High income
CAF,Central African Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,242.794,Central African Republic,Sub-Saharan Africa,Low income
TCD,Chad,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,303.995,Chad,Sub-Saharan Africa,Low income
CHL,Chile,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4608.057,Chile,Latin America & Caribbean,High income
CHN,China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1044.958,China,East Asia & Pacific,Upper middle income
COL,Colombia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2461.328,Colombia,Latin America & Caribbean,Upper middle income
COM,Comoros,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,675.05,Comoros,Sub-Saharan Africa,Lower middle income
COD,Democratic Republic of the Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,146.542,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income
COG,Republic of Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,933.558,"Congo, Rep.",Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4041.943,Costa Rica,Latin America & Caribbean,Upper middle income
CIV,Côte d'Ivoire,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,925.966,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income
HRV,Croatia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,5363.399,Croatia,Europe & Central Asia,High income
CYP,Cyprus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,14905.024,Cyprus,Europe & Central Asia,High income
CZE,Czech Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,6627.103,Czechia,Europe & Central Asia,High income
DNK,Denmark,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,30806.607,Denmark,Europe & Central Asia,High income
DJI,Djibouti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1106.677,Djibouti,Middle East & North Africa,Lower middle income
DMA,Dominica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4775.344,Dominica,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,3007.381,Dominican Republic,Latin America & Caribbean,Upper middle income
ECU,Ecuador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1804.756,Ecuador,Latin America & Caribbean,Upper middle income
EGY,Egypt,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1566.199,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income
SLV,El Salvador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2051.156,El Salvador,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2616.487,Equatorial Guinea,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,245.162,Eritrea,Sub-Saharan Africa,Low income
EST,Estonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4516.219,Estonia,Europe & Central Asia,High income
SWZ,Eswatini,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1599.207,Eswatini,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,131.565,Ethiopia,Sub-Saharan Africa,Low income
FJI,Fiji,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2234.467,Fiji,East Asia & Pacific,Upper middle income
FIN,Finland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,25001.18,Finland,Europe & Central Asia,High income
FRA,France,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,23245.258,France,Europe & Central Asia,High income
GAB,Gabon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4065.933,Gabon,Sub-Saharan Africa,Upper middle income
GMB,The Gambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,737.063,"Gambia, The",Sub-Saharan Africa,Low income
GEO,Georgia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,820.006,Georgia,Europe & Central Asia,Upper middle income
DEU,Germany,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,23869.773,Germany,Europe & Central Asia,High income
GHA,Ghana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,630.698,Ghana,Sub-Saharan Africa,Lower middle income
GRC,Greece,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,12579.395,Greece,Europe & Central Asia,High income
GRD,Grenada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,5041.015,Grenada,Latin America & Caribbean,Upper middle income
GTM,Guatemala,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1654.953,Guatemala,Latin America & Caribbean,Upper middle income
GIN,Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,427.879,Guinea,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,338.362,Guinea-Bissau,Sub-Saharan Africa,Low income
GUY,Guyana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2023.617,Guyana,Latin America & Caribbean,High income
HTI,Haiti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,720.822,Haiti,Latin America & Caribbean,Lower middle income
HND,Honduras,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1133.518,Honduras,Latin America & Caribbean,Lower middle income
HKG,Hong Kong SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,25166.902,"Hong Kong SAR, China",East Asia & Pacific,High income
HUN,Hungary,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,5269.607,Hungary,Europe & Central Asia,High income
ISL,Iceland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,29061.339,Iceland,Europe & Central Asia,High income
IND,India,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,449.91,India,South Asia,Lower middle income
IDN,Indonesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,834.139,Indonesia,East Asia & Pacific,Upper middle income
IRN,Islamic Republic of Iran,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,5124.766,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income
IRL,Ireland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,28119.377,Ireland,Europe & Central Asia,High income
ISR,Israel,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,20916.046,Israel,Middle East & North Africa,High income
ITA,Italy,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,20505.923,Italy,Europe & Central Asia,High income
JAM,Jamaica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,3529.711,Jamaica,Latin America & Caribbean,Upper middle income
JPN,Japan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,34410.68,Japan,East Asia & Pacific,High income
JOR,Jordan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1795.047,Jordan,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1490.925,Kazakhstan,Europe & Central Asia,Upper middle income
KEN,Kenya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,617.055,Kenya,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,755.273,Kiribati,East Asia & Pacific,Lower middle income
KOR,Korea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,11563.04,"Korea, Rep.",East Asia & Pacific,High income
UVK,Kosovo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1704.288,,,
KWT,Kuwait,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,15116.579,Kuwait,Middle East & North Africa,High income
KGZ,Kyrgyz Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,309.913,Kyrgyz Republic,Europe & Central Asia,Lower middle income
LAO,Lao P.D.R.,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,318.271,Lao PDR,East Asia & Pacific,Lower middle income
LVA,Latvia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,3553.667,Latvia,Europe & Central Asia,High income
LBN,Lebanon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4349.954,Lebanon,Middle East & North Africa,Lower middle income
LSO,Lesotho,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,414.027,Lesotho,Sub-Saharan Africa,Lower middle income
LBR,Liberia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,305.909,Liberia,Sub-Saharan Africa,Low income
LBY,Libya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,6693.083,Libya,Middle East & North Africa,Upper middle income
LTU,Lithuania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,3525.849,Lithuania,Europe & Central Asia,High income
LUX,Luxembourg,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,48719.314,Luxembourg,Europe & Central Asia,High income
MAC,Macao SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,15723.751,"Macao SAR, China",East Asia & Pacific,High income
MDG,Madagascar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,350.5,Madagascar,Sub-Saharan Africa,Low income
MWI,Malawi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,338.478,Malawi,Sub-Saharan Africa,Low income
MYS,Malaysia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4189.053,Malaysia,East Asia & Pacific,Upper middle income
MDV,Maldives,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2780.451,Maldives,South Asia,Upper middle income
MLI,Mali,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,299.414,Mali,Sub-Saharan Africa,Low income
MLT,Malta,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,10447.791,Malta,Middle East & North Africa,High income
MHL,Marshall Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2422.927,Marshall Islands,East Asia & Pacific,Upper middle income
MRT,Mauritania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,641.849,Mauritania,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,4081.162,Mauritius,Sub-Saharan Africa,Upper middle income
MEX,Mexico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,7902.129,Mexico,Latin America & Caribbean,Upper middle income
FSM,Micronesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,2215.079,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income
MDA,Moldova,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,505.784,Moldova,Europe & Central Asia,Upper middle income
MNG,Mongolia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,521.317,Mongolia,East Asia & Pacific,Upper middle income
MNE,Montenegro,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1893.751,Montenegro,Europe & Central Asia,Upper middle income
MAR,Morocco,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1489.702,Morocco,Middle East & North Africa,Lower middle income
MOZ,Mozambique,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,310.076,Mozambique,Sub-Saharan Africa,Low income
